,data,campeonato,times,tempo,placar,chutesnogolgolcasa,chutesnogolvisitante,chutesforagolcasa,chutesforagolvisitante,escanteioscasa,escanteiosvisitante,ataquesperigososcasa,ataquesperigososvisitante,possecasa,possevisitante,pi2casa,pi2visitante,pi1casa,pi1visitante,home_back,home_lay,away_back,away_lay,draw_back,draw_lay,o15_back,o15_lay,u15_back,u15_lay,o25_back,o25_lay,u25_back,u25_lay,o35_back,o35_lay,u35_back,u35_lay,o45_back,o45_lay,u45_back,u45_lay,goleadacasa_back,goleadacasa_lay,goleadafora_back,goleadafora_lay,outroempate_back,outroempate_lay
0,30/12/2019,Welsh Premiership - GB,Bala Town x Caernarfon,90,3x0,7,1,5,5,3,3,93,87,46,54,7,13,19,11,1.33,1.85,13.5,15,5.4,8.6,1.14,1.19,8,,1.68,1.76,2.36,2.52,3.15,,1.29,1.47,7,13,1.13,1.17,1.14,,1.14,,1.14,
1,30/12/2019,Welsh Premiership - GB,Bala Town x Caernarfon,FT,3x0,7,1,6,5,3,3,96,91,46,54,11,18,19,11,1.33,1.85,13.5,15,5.4,8.6,1.14,1.19,8,,1.68,1.76,2.36,2.52,3.15,,1.29,1.47,7,13,1.13,1.17,1.14,,1.14,,1.14,
